Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
France,2021,13.117,4.04,539.888,34.84,148.3,9.57,1.74,1.343,59.769,34.046,19.06,1162.881,75.042,84.3,5.44,0.0,0.0,0.0,0.0,0.989,2.893,505.23,550.12,30.164,6.245,152.458,40191.641,0.996,8.181,97.371,756.065,48.79,19952.6,1287.57,8.869,49.644,6.058,24.586,430.414,515.872,33.29,6669.833,0.0,0.0,0.0,0.0,6.051,16.595,32.88,-4.944,-8.576,153.476,923.891,59.62,2378.316,10.838,5.917,5.151,55.088,1306.055,7768.77,501.33,20239.043,91.131,50.356,-44.89,-8.885,7.215,60.837,952.558,5878.684,379.36,14761.147,68.96,36.727,7.376,53.725,782.114,155.893,10.06,12119.887,0.0,0.0,0.0,0.0,1.829,30.155,29.48,10.15,0.58,4.813,1.352,157.288,8.988,456.839,1.845,0.105,1.137,8524.836,2593.625,0.407,-5.749,353.496,1890.086,121.97,5477.895,22.172,13.629,17.021,5.541,38.938,238.178,15.37,603.391,2.794,1.501,-7.391,-8.107,96.762,570.73,36.83,1499.461,6.695,3.731
Germany,2021,-11.16,-4.383,418.281,34.888,588.669,49.1,8.476,0.984,394.538,20.795,107.068,7456.483,621.935,1974.018,164.65,17.794,48.389,3840.533,320.333,28.422,17.546,560.73,579.31,19.105,2.924,100.699,42496.609,0.923,5.521,141.009,3323.28,277.19,32312.693,2695.155,47.848,76.036,5.316,46.305,917.38,1082.623,90.3,10998.635,0.097,0.044,543.927,45.368,15.588,25.881,228.56,7.289,3.318,51.437,235.707,19.66,616.689,3.394,1.451,-4.727,-40.31,849.426,3622.17,302.12,10183.914,52.152,23.964,-18.58,-3.314,7.375,11.328,173.583,828.812,69.13,2081.121,11.933,4.897,-1.058,-12.364,1155.841,266.639,22.24,13857.579,0.0,0.0,0.0,0.0,3.839,32.609,160.416,49.34,0.24,-1.675,-2.746,591.546,2.877,1923.256,8.517,0.041,4.526,6945.45,3544.581,-7.41,-51.639,675.842,2793.358,232.99,8102.793,40.219,19.067,-0.315,-0.884,129.107,591.546,49.34,1547.885,8.517,3.642,-13.213,-46.944,299.994,1374.559,114.65,3596.683,19.791,8.463
India,2021,61.522,7.495,13.979,19.677,26.116,36.76,2.144,0.205,711.697,13.535,638.12,3802.877,5352.792,905.202,1274.13,6.277,219.525,2640.453,3716.606,74.304,55.845,1714.73,1714.76,19.133,8.571,756.704,6809.693,0.978,9.028,709.224,950.117,1337.35,6085.229,8565.35,77.991,89.361,3.334,20.126,623.727,42.513,59.84,443.125,20.11,47.782,202.753,285.388,3.49,6.507,1220.39,-2.056,-10.381,419.553,113.906,160.33,298.07,9.35,4.377,6.272,47.479,1019.728,268.13,377.41,724.463,22.009,10.639,-0.03,-0.002,-1.558,-2.157,110.276,31.203,43.92,78.345,2.561,1.15,2.009,50.979,2588.831,2.401,3.38,1839.228,-3.269,-13.363,280.921,395.414,0.197,27.009,113.308,35.495,0.0,8.035,8.427,25.217,0.0,80.499,2.07,0.0,1.182,1218.247,9585.078,7.338,49.636,909.452,236.927,333.49,646.118,19.448,9.488,16.397,24.614,178.734,48.531,68.31,126.981,3.984,1.865,12.688,19.481,178.181,48.374,68.09,126.588,3.971,1.859
Indonesia,2021,10.643,8.174,310.428,84.981,54.648,14.96,4.836,3.838,684.219,-0.281,-2.15,2788.021,763.23,693.91,189.96,7.666,250.783,12866.615,3522.277,61.404,34.472,310.33,309.36,14.618,2.325,50.3,8087.771,0.666,1.668,32.41,924.775,253.16,7214.8,1975.075,81.833,89.206,0.831,3.539,429.344,206.5,56.53,1568.361,-0.449,-2.905,2352.738,644.07,18.273,19.392,211.67,1.529,0.74,64.624,90.227,24.7,236.067,7.984,2.919,8.846,17.89,238.979,205.294,56.2,872.971,18.167,10.794,0.97,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.128,31.022,782.501,24.365,6.67,2858.418,-7.137,-30.159,1433.47,392.417,2.156,35.342,87.726,30.87,15.91,10.54,9.025,112.766,58.118,320.458,9.979,5.143,3.962,1130.069,2214.053,8.846,17.89,238.979,205.294,56.2,872.971,18.167,10.794,12.663,0.055,0.504,0.694,0.19,1.841,0.061,0.023,-8.0,-0.104,1.143,1.607,0.44,4.177,0.142,0.052
Iran,2021,0.0,0.0,0.0,0.0,0.227,0.02,0.006,0.0,656.56,-2.729,-0.585,236.952,20.834,8.53,0.75,0.0,0.0,0.0,0.0,0.217,0.627,338.53,345.33,10.488,-1.945,-65.896,37783.531,2.178,-1.03,-34.057,3697.99,325.14,37219.195,3272.439,94.153,98.506,-3.056,-72.359,2295.314,3305.035,290.59,26105.834,3.0,70.733,27620.484,2428.488,84.148,69.093,226.73,-40.414,-24.762,36.181,169.238,14.88,411.503,4.309,1.089,-38.913,-31.84,49.619,229.632,20.19,564.339,5.847,1.494,-6.8,-2.009,-44.132,-7.073,8.88,40.262,3.54,100.999,1.025,0.267,4.239,38.887,956.291,384.425,33.8,10876.41,16.599,285.075,22775.951,2002.54,9.788,28.786,0.071,0.022,0.0,-0.004,0.0,0.254,0.0,0.811,0.006,0.0,0.002,3927.622,3322.058,-37.588,-24.767,40.738,189.369,16.65,463.34,4.821,1.226,0.0,-0.006,1.528,7.052,0.62,17.376,0.18,0.046,0.413,0.001,2.959,12.852,1.13,33.649,0.327,0.089
Italy,2021,4.498,0.595,233.321,13.822,321.74,19.06,6.676,0.782,339.276,10.007,5.929,1100.301,65.182,236.663,14.02,0.0,0.0,0.0,0.0,4.911,3.685,328.28,285.49,18.182,7.062,116.655,29854.949,0.858,9.01,119.027,2855.487,169.16,24308.145,1440.023,59.253,81.421,7.022,47.485,723.737,2430.945,144.01,12216.959,-18.608,-7.28,537.495,31.841,50.443,40.921,96.86,-4.714,-6.334,118.766,766.201,45.39,2004.821,15.899,6.715,-0.048,-2.372,328.594,1963.696,116.33,5546.801,40.747,18.579,42.79,13.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.206,65.612,651.104,187.879,11.13,10990.887,-10.261,-6.437,950.243,56.293,3.899,36.814,75.727,24.97,5.91,-2.632,-2.135,421.503,99.763,1278.304,8.746,2.07,4.282,4819.183,1768.617,-0.048,-2.372,328.594,1963.696,116.33,5546.801,40.747,18.579,0.391,0.015,65.519,422.685,25.04,1105.986,8.771,3.705,11.543,5.487,54.76,353.307,20.93,924.37,7.331,3.096
Japan,2021,-2.865,-0.148,40.127,5.0,286.97,35.76,3.507,0.099,508.527,7.768,98.716,10989.806,1369.467,2717.223,338.6,-8.711,-0.434,36.492,4.547,33.206,27.186,1019.71,1019.71,22.176,4.398,212.233,40425.16,1.066,3.021,126.57,5958.47,742.5,34636.355,4316.124,72.815,85.68,-0.597,-6.214,1035.061,2935.178,365.76,8306.236,0.0,0.0,0.0,0.0,35.869,20.547,518.55,1.652,2.633,208.356,638.62,79.58,1672.032,7.804,4.136,13.759,85.662,721.357,2224.576,277.21,5788.802,27.185,14.32,0.0,0.0,42.38,45.361,153.727,491.283,61.22,1233.641,6.004,3.052,1.815,34.069,1911.596,306.069,38.14,15340.316,0.0,0.0,0.0,0.0,3.74,37.947,109.044,34.794,0.0,14.556,14.05,279.218,0.0,875.065,3.412,0.0,2.165,8183.046,5037.481,7.549,40.301,567.63,1733.293,215.99,4555.162,21.182,11.268,10.881,20.886,220.276,741.498,92.4,1767.69,9.061,4.373,13.457,2.879,24.953,66.205,8.25,200.247,0.809,0.495
Malaysia,2021,4.551,0.418,286.281,9.612,34.253,1.15,0.659,0.771,607.092,-7.548,-21.745,7933.147,266.346,2322.044,77.96,0.0,0.0,0.0,0.0,44.658,21.365,173.63,174.57,14.644,4.198,50.22,37131.539,1.544,3.783,41.846,4173.186,140.11,34194.441,1148.04,80.26,92.09,17.742,77.381,513.517,1813.315,60.88,15295.143,8.052,58.851,23523.631,789.779,34.874,41.192,105.98,10.636,7.335,79.03,917.082,30.79,2353.92,17.638,6.339,8.965,8.375,98.61,1026.393,34.46,2937.099,19.74,7.91,-0.94,-0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.61,-13.79,368.176,37.827,1.27,10966.149,-7.674,-24.999,8957.589,300.741,0.728,29.533,3.939,1.234,0.0,0.0,0.0,36.755,0.0,117.329,0.707,0.0,0.316,5199.58,1246.65,8.965,8.375,98.61,1026.393,34.46,2937.099,19.74,7.91,11.899,0.621,6.029,75.058,2.52,179.569,1.444,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,2021,-13.96,-0.412,20.036,2.539,47.354,6.0,1.818,0.117,461.727,-17.092,-11.365,435.075,55.126,106.941,13.55,-28.462,-15.202,301.577,38.211,4.106,2.533,329.04,330.0,16.298,6.561,133.977,17172.896,1.103,5.486,100.28,1862.198,235.95,15217.729,1928.164,71.5,88.615,-0.657,-6.06,916.388,1495.283,189.46,7232.446,-9.718,-34.525,2531.292,320.728,57.412,42.115,152.37,29.459,20.414,90.844,275.206,34.87,716.968,10.567,4.175,15.643,33.697,247.73,742.275,94.05,1955.168,28.5,11.385,-0.96,-0.292,6.666,1.768,29.938,94.077,11.92,236.283,3.612,1.376,14.03,117.705,956.65,259.974,32.94,7550.208,1.46,16.141,8852.112,1121.608,9.982,43.966,16.42,6.106,0.0,-12.888,-2.729,48.193,0.0,129.59,1.85,0.0,0.755,2604.472,2175.894,17.031,31.929,217.792,648.198,82.13,1718.885,24.888,10.009,27.528,11.255,52.844,159.346,20.19,417.059,6.118,2.429,6.963,3.401,55.146,166.292,21.07,435.232,6.385,2.534
Netherlands,2021,0.507,0.047,531.622,9.304,623.94,10.92,9.043,0.917,352.352,36.279,17.333,3720.274,65.111,834.205,14.6,0.0,0.0,0.0,0.0,12.09,6.417,121.01,120.76,12.884,2.471,24.469,57972.379,1.205,0.476,4.189,4377.862,76.62,50498.977,883.818,63.448,87.109,-3.471,-12.528,348.417,3239.115,56.69,19907.594,-10.3,-20.694,10297.415,180.222,46.944,34.34,42.55,91.551,0.11,0.231,5.142,0.09,13.193,0.075,0.023,16.091,20.28,130.797,2522.041,44.14,7473.404,36.552,12.891,0.25,0.207,-6.347,-0.689,9.612,218.836,3.83,549.193,3.172,0.947,-0.131,-0.616,470.29,304.542,5.33,26871.107,0.0,0.0,0.0,0.0,4.414,46.352,34.851,10.92,0.0,23.52,6.636,623.94,0.0,1991.297,9.043,0.0,3.435,6899.903,1014.615,18.275,20.969,121.185,2303.206,40.31,6924.211,33.38,11.944,31.946,7.079,29.579,645.652,11.3,1690.041,9.357,2.915,18.12,7.097,47.221,1028.472,18.0,2698.059,14.906,4.654
Nigeria,2021,0.0,0.0,0.0,0.0,0.094,0.02,0.055,0.0,512.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.06,36.06,0.0,6.746,34.363,2547.954,0.495,0.0,0.0,131.442,28.05,0.0,0.0,77.787,0.0,0.0,0.0,0.0,131.442,28.05,0.0,6.089,30.097,2457.38,524.408,77.787,0.0,18.49,0.0,0.0,0.0,37.207,7.94,0.0,22.019,0.0,0.0,0.0,0.0,37.535,8.01,0.0,22.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.75,-124.934,4397.17,938.362,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.094,0.0,0.0,0.055,0.0,0.0,168.977,543.737,0.0,0.0,0.0,37.535,8.01,0.0,22.213,0.0,0.0,0.0,0.0,0.234,0.05,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,2021,0.0,0.0,0.0,0.0,7.995,1.85,1.173,0.0,480.751,10.461,19.013,867.586,200.761,125.885,29.13,7.9,3.916,231.17,53.493,18.475,18.524,158.17,157.67,15.953,10.906,106.574,4683.584,0.848,11.437,95.738,441.396,102.14,4031.101,932.805,64.781,86.069,9.068,37.323,448.92,236.688,54.77,1940.002,6.79,20.767,1411.5,326.624,34.737,41.421,75.8,-5.889,-6.546,98.472,144.986,33.55,425.544,21.279,9.086,8.519,10.836,150.986,239.972,55.53,652.483,35.219,13.931,0.5,0.316,64.346,15.341,39.409,68.02,15.74,170.303,9.983,3.636,16.167,39.402,283.124,78.824,18.24,1223.513,0.0,0.0,0.0,0.0,11.568,26.123,2.247,1.85,0.0,10.97,0.222,7.995,0.0,9.71,1.173,0.0,0.207,681.368,1083.791,-3.58,-4.505,111.577,171.952,39.79,482.18,25.236,10.295,1.076,0.013,1.878,5.445,1.26,8.114,0.799,0.173,25.627,1.806,8.981,13.526,3.13,38.812,1.985,0.829
Philippines,2021,12.133,0.628,50.951,5.802,10.186,1.16,1.093,1.064,597.154,7.792,15.901,1931.528,219.963,544.87,62.05,0.0,0.0,0.0,0.0,58.472,40.322,106.12,106.12,20.885,6.181,31.757,4790.206,0.578,5.84,26.406,723.127,82.35,4202.107,478.537,77.601,87.723,-14.565,-5.597,32.831,164.032,18.68,288.297,0.0,0.0,0.0,0.0,17.603,6.018,63.37,27.561,5.151,24.163,80.699,9.19,212.175,8.66,4.429,9.079,5.352,66.973,208.728,23.77,588.099,22.399,12.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681,16.102,225.743,14.225,1.62,1982.282,0.0,0.0,0.0,0.0,1.527,41.382,29.765,11.84,10.68,-4.626,-1.37,103.969,93.783,261.37,11.157,10.064,5.456,931.855,545.51,9.079,5.352,66.973,208.728,23.77,588.099,22.399,12.277,7.497,0.256,3.861,12.908,1.47,33.904,1.385,0.708,25.919,0.686,3.382,11.152,1.27,29.698,1.197,0.62
Poland,2021,2.411,0.286,316.756,12.134,210.401,8.06,4.508,0.991,756.866,10.606,50.742,13813.156,529.151,3330.138,127.57,4.53,21.191,12763.741,488.95,71.352,43.204,179.68,178.79,15.272,7.507,85.524,31971.576,1.043,7.579,79.468,3869.455,148.23,29445.676,1127.997,82.907,92.1,6.215,13.092,223.738,412.972,15.82,5840.547,-1.133,-0.445,1013.967,38.843,8.848,18.268,135.32,10.425,0.558,6.121,61.084,2.34,159.782,1.309,0.5,6.557,6.056,96.761,797.75,30.56,2525.899,17.093,7.9,0.89,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.349,15.634,375.108,126.345,4.84,9791.975,0.0,0.0,0.0,0.0,2.707,30.627,25.733,8.06,0.0,-3.461,-0.923,210.401,0.0,671.75,4.508,0.0,2.101,4667.205,1224.758,6.557,6.056,96.761,797.75,30.56,2525.899,17.093,7.9,100.951,5.153,10.295,102.59,3.93,268.749,2.198,0.841,2.744,0.982,42.478,423.674,16.23,1108.861,9.078,3.468
Russia,2021,48.231,0.909,19.25,2.793,5.651,0.82,0.071,0.034,424.789,4.096,37.449,6558.683,951.683,1248.701,181.19,9.777,228.762,17701.148,2568.485,15.659,11.417,1135.73,1157.07,15.139,3.174,256.386,57444.508,2.188,3.343,232.825,4923.683,714.44,49603.793,7197.647,61.746,86.351,1.904,80.611,4315.445,3582.841,519.88,29740.613,9.973,636.702,48387.562,7021.168,44.931,51.773,491.51,0.986,3.44,561.365,1478.469,214.53,3868.738,18.541,6.735,2.622,23.562,1137.71,3050.459,442.63,7840.718,38.254,13.649,-21.34,-1.879,3.0,14.273,558.415,1532.638,222.39,3848.41,19.22,6.699,6.321,114.765,1930.519,92.142,13.37,13304.497,2.748,167.607,43183.562,6266.054,1.156,23.161,2.324,0.819,0.0,0.517,0.006,5.644,0.0,16.014,0.071,0.0,0.028,7974.142,8335.356,2.249,9.289,579.295,1517.821,220.24,3992.308,19.034,6.95,24.16,1.159,6.05,15.92,2.31,41.694,0.2,0.073,127.135,3.775,6.764,17.781,2.58,46.613,0.223,0.081
Saudi Arabia,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.176,24.383,0.251,35.574,1.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.9,392.94,13.183,3.309,95.505,82945.312,1.778,3.253,93.877,10906.695,392.1,82884.453,2979.729,99.786,0.0,1.248,14.107,1144.607,6515.088,234.22,31838.504,1.248,14.107,31838.504,1144.607,59.607,0.0,275.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.366,0.84,0.0,0.214,0.0,-0.04,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.533,79.52,1833.843,4391.607,157.88,51010.379,-0.878,-53.031,166610.625,5989.718,40.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10930.061,2981.917,0.0,0.0,0.0,23.366,0.84,0.0,0.214,0.0,300.581,1.628,2.173,23.087,0.83,60.442,0.211,0.0,-0.273,0.0,0.015,0.278,0.01,0.413,0.003,0.0
South Korea,2021,-13.464,-1.08,133.981,6.944,229.596,11.9,1.977,0.198,461.815,0.402,3.381,16275.097,843.54,4126.364,213.87,-11.874,-0.666,95.309,4.94,35.531,24.056,601.93,601.93,18.959,4.767,159.543,67653.844,1.682,5.169,145.841,7738.162,401.07,57245.629,2967.049,66.631,84.615,8.464,48.701,624.074,3472.304,179.97,12040.754,0.0,0.0,0.0,0.0,29.899,17.798,277.98,-21.219,-2.19,7.993,58.846,3.05,154.208,0.507,0.228,2.136,13.702,539.459,3875.352,200.86,10408.218,33.369,15.385,0.0,0.0,-1.354,-6.923,396.769,3048.613,158.01,7655.174,26.251,11.315,6.67,93.759,1499.434,139.494,7.23,28929.781,0.0,0.0,0.0,0.0,1.201,42.761,54.755,17.153,0.0,22.223,9.956,330.938,0.0,1056.423,2.85,0.0,1.562,11613.514,3506.508,13.682,20.625,142.691,826.739,42.85,2753.043,7.119,4.069,27.819,13.891,64.678,476.943,24.72,1247.885,4.107,1.845,0.955,0.048,8.321,61.354,3.18,160.545,0.528,0.237
Spain,2021,-1.722,-0.391,469.609,22.3,146.145,6.94,2.563,1.457,193.536,3.912,1.345,752.444,35.731,102.344,4.86,-4.875,-0.025,10.398,0.494,1.795,2.335,271.6,270.75,21.875,7.541,107.31,32225.066,0.993,8.622,82.002,1862.407,88.44,21755.889,1033.12,32.665,67.512,5.645,18.341,343.243,1505.677,71.5,7228.157,0.0,0.0,0.0,0.0,26.408,22.43,52.4,-2.887,-2.598,77.522,623.961,29.63,1632.484,10.944,5.066,5.03,25.307,497.149,3839.161,182.31,10469.181,67.335,32.488,0.85,0.313,-2.977,-4.895,142.03,1191.065,56.56,2990.918,20.89,9.281,10.529,62.316,654.146,254.386,12.08,13775.286,0.0,0.0,0.0,0.0,4.462,42.747,21.997,6.96,0.02,12.282,2.406,146.567,0.421,463.233,2.571,0.007,1.437,5701.569,1530.27,8.451,30.203,355.12,2648.097,125.75,7478.263,46.445,23.206,31.116,16.629,70.907,570.683,27.1,1493.184,10.009,4.634,9.952,14.156,162.394,1306.886,62.06,3419.753,22.922,10.612
Thailand,2021,-10.351,-2.689,325.236,23.287,187.288,13.41,7.604,1.679,566.909,2.399,5.091,3034.509,217.274,503.624,36.06,7.328,2.797,572.181,40.969,20.447,15.667,207.75,176.36,13.198,0.803,11.052,19368.557,1.266,0.751,9.593,2093.404,149.89,17968.354,1286.554,84.991,92.771,0.343,1.608,470.137,1579.724,113.11,6566.062,-3.595,-11.756,4402.997,315.259,64.136,33.901,99.98,0.003,-0.043,11.88,63.407,4.54,165.915,2.574,0.857,-2.55,1.459,100.256,369.687,26.47,1400.204,15.009,7.229,31.39,15.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485,2.893,599.142,10.056,0.72,8367.782,-7.846,-13.811,2265.654,162.223,0.408,43.203,42.793,13.406,0.0,9.085,3.564,187.227,0.0,597.652,7.601,0.0,3.086,2463.091,1386.81,-2.55,1.459,100.256,369.687,26.47,1400.204,15.009,7.229,-0.835,-0.158,13.055,69.692,4.99,182.324,2.829,0.941,9.689,0.785,9.242,49.301,3.53,129.078,2.002,0.666
Turkey,2021,10.77,0.125,15.18,1.287,72.545,6.15,1.876,0.066,470.995,2.108,9.955,5689.409,482.322,1228.186,104.12,14.082,25.747,2460.35,208.577,31.756,24.72,326.03,327.88,18.689,7.102,129.375,23015.531,0.863,10.458,154.987,2498.484,211.81,19310.203,1637.03,64.6,83.901,24.022,111.005,573.104,1266.169,107.34,6760.259,0.0,0.0,0.0,0.0,32.738,29.373,154.43,-28.386,-58.756,146.342,654.789,55.51,1726.236,16.93,7.5,-7.464,-25.612,314.121,1369.147,116.07,3705.331,35.4,16.099,-1.85,-0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214,34.027,581.605,4.129,0.35,6860.534,0.0,0.0,0.0,0.0,0.107,29.808,47.748,16.26,10.11,19.143,8.239,191.801,119.256,563.228,4.959,3.083,2.447,3867.631,1951.151,-7.464,-25.612,314.121,1369.147,116.07,3705.331,35.4,16.099,27.33,7.726,36.484,156.649,13.28,430.36,4.05,1.87,26.617,17.054,82.26,365.908,31.02,970.326,9.461,4.216
United Arab Emirates,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.805,21.901,5.418,3219.807,30.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.23,149.02,12.212,3.456,41.639,133080.094,1.717,1.391,16.51,14118.302,132.22,128504.875,1203.467,88.726,0.0,-3.427,-23.259,655.399,14118.302,132.22,69982.781,-1.053,-5.653,56723.711,531.226,88.726,0.0,89.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.885,16.8,0.0,11.274,0.0,0.21,0.141,548.368,22.386,26.486,1126.517,10.55,2828.15,7.08,0.0,7.104,34.352,517.914,0.0,0.0,55302.277,-1.512,-29.176,202962.062,1900.77,0.0,0.0,0.001,0.0,0.0,-55.844,-0.002,0.042,0.0,0.135,0.0,0.0,0.0,15912.187,1246.315,0.0,0.0,0.0,667.368,6.25,0.0,4.194,0.0,20.598,2.744,16.36,667.368,6.25,1746.94,4.194,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0
United Kingdom,2021,-1.316,-0.237,264.343,17.785,592.738,39.88,12.921,0.893,268.557,2.32,1.456,954.838,64.242,96.758,6.51,-36.417,-4.659,120.889,8.134,2.109,3.227,333.49,308.65,18.145,1.003,19.77,29591.666,0.793,4.389,63.697,2089.296,140.57,22519.404,1515.129,45.543,76.1,5.17,37.813,769.267,1830.679,123.17,11433.636,-17.146,-67.85,4873.054,327.864,39.906,38.638,82.89,-21.407,-3.914,14.126,81.747,5.5,209.949,1.782,0.709,-8.244,-43.926,475.829,2498.178,168.08,7072.263,54.457,23.9,24.84,7.448,-8.7,-11.448,115.263,682.213,45.9,1713.15,14.871,5.789,3.717,24.427,681.619,161.858,10.89,10130.929,-16.58,-94.454,7063.579,475.245,3.528,34.236,127.855,40.052,0.0,1.332,1.68,595.3,0.0,1900.319,12.977,0.0,6.422,4587.474,1990.958,-8.093,-32.479,360.567,1815.965,122.18,5359.113,39.585,18.11,-3.427,-1.241,31.598,180.437,12.14,469.637,3.933,1.587,-14.217,-28.766,169.203,961.043,64.66,2514.865,20.949,8.499
United States,2021,9.917,37.518,1233.954,415.839,160.98,54.25,1.306,1.602,398.532,14.894,380.713,8714.881,2936.894,2664.707,898.0,8.344,248.646,9580.508,3228.608,21.62,11.315,4192.93,4153.62,17.883,5.419,1334.182,77023.773,1.359,6.185,1233.131,7455.215,2512.39,62819.816,21170.129,60.487,81.559,0.225,18.753,8364.249,4686.057,1579.19,24819.904,2.124,196.43,28025.594,9444.559,38.02,32.224,1655.35,-11.959,-91.208,651.455,731.37,246.47,1933.115,5.934,2.51,3.296,101.05,4786.699,4870.153,1641.23,14203.955,39.513,18.441,39.31,0.938,-1.296,-34.719,2060.685,2313.518,779.65,6114.834,18.77,7.939,9.227,833.665,9868.985,104.452,35.2,29285.029,0.364,30.236,24706.613,8326.07,0.847,38.021,224.519,72.49,18.24,-0.531,-1.475,215.105,54.125,666.234,1.745,0.439,0.865,12325.368,25956.828,6.454,135.769,2726.014,2556.635,861.58,8089.12,20.743,10.502,25.781,87.806,434.585,487.897,164.42,1289.579,3.958,1.674,11.913,103.127,999.615,1122.263,378.2,2966.237,9.105,3.851
